smiles,FishAT,DMAT,AlgAT,FishCT,DMCT,AlgCT,group
OCCCCCCCCCO,,,,,1,,train
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O.CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O,,,,,1,,train
CC(C)(C)c1cc(C(C)(CC(=O)OCCOC(=O)CC(C)(c2ccc(O)c(C(C)(C)C)c2)c2ccc(O)c(C(C)(C)C)c2)c2ccc(O)c(C(C)(C)C)c2)ccc1O,,,,,0,,train
Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,,,,,0,,train
CCOC(C)OC1CCCCCCCCCCC1,,,,,1,,test
CN(C)NC(=O)CCC(=O)NN(C)C,,,,,1,,train
CN(C)CCCN(CCCN(C)C)CCCN(C)C,,,,,0,,train
CCc1ccc(CC)cc1,,,,,1,,train
CCC(CN)OCCOC(CC)CN.CCC(CN)OCCOCC(CC)OC(CC)CN.CCC(N)COC(CC)COCCOC(CC)CN.CCC(N)COCCOC(CC)CN.CCC(N)COCCOCC(CC)OC(CC)CN.CCC(N)COCCOCC(CC)OCC(N)CC.CCC(N)COCCOCC(N)CC,,,,,0,,train
CC(C)N(C)C,,,,,0,,valid
OCCN1CCCCC1,,,,,0,,train
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,,,,0,,train
C=C(F)C(F)(F)F,,,,,0,,train
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,,,,,1,,train
CC(C)(C)N,,,,,0,,test
COCCOCCOCCOCCOC,,,,,0,,train
CNC(C)C,,,,,0,,train
CCCCCCCCCCCCN1CCCC1=O,,,,,0,,train
CC1=NN(c2ccccc2)C(=O)C1N=Nc1ccc(-c2ccc(N=NC3C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl,,,,,1,,train
COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc2ccccc12,,,,,1,,valid
NCCCNCCCNCCCN,,,,,0,,train
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,,,,,0,,train
CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,,,,,0,,train
c1ccc2c(c1)C1=NC3=NC(=NC4NC(NC5=NC(=NC2=N1)c1ccccc15)c1ccccc14)c1ccccc13,,,,,0,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,,,,,1,,test
CO[SiH](C)OC,,,,,0,,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,,,,,1,,train
CCCCCCOCCCCCC,,,,,1,,train
CC1CCC2C(=O)OC(=O)C2C1,,,,,0,,train
OOC1(OOC2(O)CCCCC2)CCCCC1,,,,,0,,valid
O=C(CN(CCOS(=O)(=O)O)C(=O)C1OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O)NC1CCCCC1,,,,,0,,train
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O,,,,,1,,train
CCCCC1(C)CC(C)(OCCC)OO1,,,,,0,,train
CN(C)CCCNCCCN(C)C,,,,,0,,train
Clc1cc(Cl)c(Cl)nc1Cl,,,,,0,,test
C[Si](C)(C)O,,,,,1,,train
CCOc1ccccc1NC(=O)c1cc2ccccc2c(N=Nc2ccc(C(N)=O)cc2)c1O.COc1ccccc1NC(=O)c1cc2ccccc2c(N=Nc2ccc(C(N)=O)cc2)c1O,,,,,0,,train
CCCCCCCC(=O)OC,,,,,0,,train
C=C(CC(C)C=O)C1CC=C(C)C1(C)C,,,,,1,,train
CCOC(=O)C(C)(O)c1ccc(Oc2ccccc2)cc1,,,,,1,,valid
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,,,,,0,,train
CC=CC=CC(=O)OCCC[Si](OC)(OC)OC,,,,,0,,train
CCCCNCCCC,,,,,0,,train
CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,,,,,0,,train
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,0,,test
Cc1ccc(Nc2ccc3c4c(cc(=O)n3C)-c3ccccc3C(=O)c24)cc1,,,,,1,,train
CC(O)C(=O)O.NCc1ccccc1C(F)(F)C(F)(F)c1ccccc1CN,,,,,0,,train
CI,,,,,1,,train
CCC(CO)(CO)CO.CCC(CO)CO.CCC1(CO)COCOC1,,,,,0,,train
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,,,,,1,,valid
CC(=O)C(N=Nc1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,,,,,1,,train
OCC(CBr)(CBr)CBr,,,,,0,,train
CNC(=N[N+](=O)[O-])NCc1cnc(Cl)s1,,,,,1,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1.COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1.COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,,,,,1,,train
CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C1(CC(=O)NO)CCCCC1,,,,,0,,test
C=CC(=O)OC1CCC2C1=C1CCC2C1,,,,,1,,train
c1cn[nH]c1,,,,,0,,train
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,,,,,1,,train
CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,,,,,1,,train
Cc1ccc(C(=O)OOC(=O)c2ccc(C)cc2)cc1,,,,,0,,valid
CN(C)S(=O)(=O)c1cc(Cl)c(N=Nc2c(O)c(C(=O)Nc3ccc(Cl)cc3)cc3ccccc23)cc1Cl,,,,,1,,train
CO[Si](CC(C)CC(C)(C)C)(OC)OC,,,,,0,,train
C=C(C)C(=O)OCC(C)C,,,,,0,,train
CC(C)(C)C(=O)OCC1OC(Br)C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C,,,,,1,,train
NCCCNCCNCCCN,,,,,0,,test
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,,,,,1,,train
CCN1CCCCC1,,,,,0,,train
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,,,,,0,,train
CCCCCCCCCCCC(O)=NCCOC(=O)C(CC(=O)O)S(=O)(=O)O.CCCCCCCCCCCC(O)=NCCOC(=O)CC(C(=O)O)S(=O)(=O)O,,,,,0,,train
CC1C=CCC2C(=O)OC(=O)C12,,,,,0,,valid
COc1ccc(Cl)c(S(N)(=O)=O)c1,,,,,0,,train
CON=C(C(=O)OC)c1ccccc1CCl,,,,,1,,train
CCCCCCCC(=O)O,,,,,0,,train
CCc1ccc(C)nc1,,,,,0,,train
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,0,,test
COC(=O)c1cc(N=NC(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc(C(=O)OC)c1,,,,,1,,train
C=CC(=O)OCCN=C=O,,,,,1,,train
NCc1cccc(CNCCc2ccccc2)c1.c1ccc(CCNCc2cccc(CNCCc3ccccc3)c2)cc1,,,,,1,,train
CC(c1ccccc1)c1cccc(C(C)c2ccccc2)c1O,,,,,1,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,,,,,1,,valid
CC12CCCCC1C(=O)OC2=O,,,,,0,,train
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12.CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,,,,,1,,train
CCCCCCCCCCCC=CCCCCC(=O)N(C)CC(C)C(C)C(C)C(C)CO.CCCCCCCCCCCCCCCCCC(=O)N(C)CC(C)C(C)C(C)C(C)CO,,,,,1,,train
C=O,,,,,0,,train
SCCSCC(CS)SCCS,,,,,1,,test
Cc1cn(C(CC(=O)O)C(=O)O)nc1C.Cc1cnn(C(CC(=O)O)C(=O)O)c1C,,,,,0,,train
CCCCCCCCCCCC(=O)O.OCC(O)CO,,,,,1,,train
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,,,,,0,,train
O=S1(=O)C=C(c2ccccc2)S(=O)(=O)CCC1,,,,,0,,train
CCOC(=O)CP(=O)(OCC)OCC,,,,,0,,valid
CCOCCOCCOC,,,,,0,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,,,,,1,,train
CC1=CCC2CCCCC2C1N1C(=O)C2C3CC4C5(C)CCCC(C)(C(=O)O)C5CCC4(C=C3C(C)C)C2C1=O,,,,,0,,train
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314.COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314.O=C(O)c1ccc(C(=O)O)cc1,,,,,0,,train
CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N12,,,,,1,,test
O=c1[c-](-c2cccc(C(F)(F)F)c2)c(=O)[n+](Cc2cncnc2)c2ccccn12,,,,,0,,train
Cc1ccc(C2OC3COC(c4ccc(C)cc4)OC3C(C(O)CO)O2)cc1,,,,,1,,train
C=CC(=O)OCC(C)CC,,,,,1,,train
COC(=O)CCCCCCCCC(=O)OC,,,,,1,,train
CCCCCC(=O)O,,,,,0,,valid
CCC1(CCC2C(C)CCCC2(C)C)CCCO1.CCC12CCC3C(C)(C)CCCC3(C)C1CCO2.CCC12CCC3C(C)(C)CCCC3(C)C1CCO2,,,,,1,,train
O=C(O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F,,,,,0,,train
Cc1c(Cc2c(C(C)(C)C)cc(O)cc2C(C)(C)C)c(C)c(Cc2c(C(C)(C)C)cc(O)cc2C(C)(C)C)c(C)c1Cc1c(C(C)(C)C)cc(O)cc1C(C)(C)C,,,,,0,,train
COC(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1N=Nc1c(O)c(C(=O)Nc2ccccc2OC)cc2ccccc12,,,,,0,,train
CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)N(C(C)=O)C(C)(C)C2)C1=O,,,,,1,,test
CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,,,,,1,,train
O=C(O)C=Cc1cccc(C(=O)O)c1,,,,,0,,train
CC(C)(C)NCCOCCO,,,,,0,,train
CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,,,,,0,,train
Cc1ccc(C2OC3COC(c4ccc(C)c(C)c4)OC3C(C(O)CO)O2)cc1C,,,,,1,,valid
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,,,,,1,,train
CC(C)c1ccccc1,,,,,1,,train
C=C(C)CC(C)(C)C,,,,,1,,train
CC(=O)CC(C)=O,,,,,0,,train
CC(CC(C)(C)C)CC(C)(C)C,,,,,1,,test
CCCCCCCCCC(C)(C)N.Cc1cc(C)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1,,,,,1,,train
C=C(C)C(=O)NCCC[N+](C)(C)C,,,,,0,,train
S=C(Nc1ccccc1)Nc1ccccc1,,,,,1,,train
C=CS(=O)(=O)c1ccc(N=Nc2c(N)ccc3c(O)c(N=Nc4cc(C)c(S(=O)(=O)CCOS(=O)(=O)O)cc4OC)c(S(=O)(=O)O)cc23)c(S(=O)(=O)O)c1.COc1cc(S(=O)(=O)CCOS(=O)(=O)O)c(C)cc1N=Nc1c(S(=O)(=O)O)cc2c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3S(=O)(=O)O)c(N)ccc2c1O.[H-].[H-],,,,,0,,train
CC(=O)N1Cc2ccccc2CSc2cccc(Cl)c21,,,,,0,,valid
COc1ccc(O)cc1,,,,,1,,train
CC1(C)C2CC=C(CCO)C1C2,,,,,1,,train
CCOCC,,,,,0,,train
Cn1sc(Cl)cc1=O.Cn1sccc1=O,,,,,1,,train
CCc1cc(F)c(N)c2nc(-c3ccc(P(=O)(Oc4ccc(C(=O)OC(C)(C)C)cc4)Oc4ccc(C(=O)OC(C)(C)C)cc4)o3)n(CC(C)C)c12,,,,,0,,test
ClCC(Cl)CCl,,,,,0,,train
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,,,,,1,,train
Clc1cccc(C(Cl)(Cl)Cl)n1,,,,,1,,train
CO[Si](CCCN(CCN(Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)(OC)OC.CO[Si](CCCN(CCN)Cc1ccccc1)(OC)OC.CO[Si](CCCN(CCNCc1ccccc1)Cc1ccccc1)(OC)OC.CO[Si](CCCNCCN(Cc1ccccc1)Cc1ccccc1)(OC)OC.CO[Si](CCCNCCN)(OC)OC.CO[Si](CCCNCCNCc1ccccc1)(OC)OC,,,,,1,,train
CNc1nc(N(C)C)nc(N(C)C)n1,,,,,0,,valid
N#CCCC#N,,,,,1,,train
CON,,,,,1,,train
C[N+](C)(C)CC1CO1,,,,,1,,train
N=C(N)Nc1ccc2c(c1)CCC2,,,,,0,,train
C=C(C)C(=O)NCCCN(C)C.C=C(C)C(=O)NCCCN(C)C.C=C(C)C(=O)NCCCN(C)C.C=C(C)C(=O)NCCCN(C)C.CCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1.CCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1.CCCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1.CCCCCCCCC(CCCC)c1ccc(S(=O)(=O)O)cc1,,,,,1,,test
CCNCCO,,,,,0,,train
CCN(CC)S(=O)(=O)c1ccc(OC)c(N=Nc2c(O)c(C(=O)Nc3cc(Cl)c(OC)cc3OC)cc3ccccc23)c1,,,,,0,,train
COC1CCCC1,,,,,0,,train
CC(C)(C)O,,,,,0,,train
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,,,,,1,,valid
CCCCCCCCNCCCCCCCC,,,,,1,,train
CCN(CC)c1nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5cc(S(=O)(=O)O)ccc5S(=O)(=O)O)nc(N(CC)CC)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(Nc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)n1,,,,,0,,train
Nc1ccc([S+](O)c2ccc(N)cc2)cc1,,,,,1,,train
Cc1cccc(N)c1N,,,,,1,,train
CCOC(C)(C)CC,,,,,0,,test
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)OC)C(C)C,,,,,1,,train
CNC(=N[N+](=O)[O-])NCC1CCOC1,,,,,0,,train
C1CO1,,,,,1,,train
O=C(c1ccccc1)C1(O)CCCCC1,,,,,1,,train
CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCCC,,,,,0,,valid
O=C1CCC(O)C2C3CCC(C3=C(Cl)Cl)C12,,,,,1,,train
CC(OC(C)(C)COC(=O)C1CC1)C1CCCC(C)(C)C1,,,,,1,,train
C=CCCCCCCCCCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,,,,,1,,train
CCC(=CO)CCC1CC=C(C)C1(C)C,,,,,1,,train
CCC12COCN1COC2,,,,,0,,test
NS(=O)(=O)c1ccc(NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,,,,,0,,train
Cc1ccc(C2CCNCC2)cc1,,,,,0,,train
CC(=O)C1=NOC(c2c(F)cccc2F)C1,,,,,1,,train
CN(C)CCCCCCN(C)C,,,,,1,,train
CSC(C)(C)SC,,,,,1,,valid
O=C(c1ccc(O)cc1)c1cccc(C(=O)c2ccc(O)cc2)c1,,,,,1,,train
c1cc(OCC2CO2)cc(N(CC2CO2)CC2CO2)c1,,,,,0,,train
CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1.O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,,,,,0,,train
COc1ccccc1NC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(C)=O,,,,,1,,train
CN1C2CC(OC(=O)Nc3ccc(F)cc3-c3ccccc3)CC1C1OC12,,,,,0,,test
CCN(CC)CCCNC(=O)c1cnc2c3c(cccc13)-c1ccccc1C2=O,,,,,1,,train
CN1CCCC1=O,,,,,0,,train
c1ccc(C2OOC3(CCCCCC3)OO2)cc1,,,,,0,,train
C=CC(=O)Oc1ccccc1CCCCCC,,,,,0,,train
OCCOc1ccccc1,,,,,0,,valid
N#CCN(CC#N)CCCN(CC#N)CC#N,,,,,0,,train
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,,,,,1,,train
CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,,,,,0,,train
CN1COCN=C1N[N+](=O)[O-],,,,,0,,train
CCCCCCCCOCCCCCCCC,,,,,0,,test
O=C(c1ccccc1)c1ccc(OCC(O)COc2ccc(C(=O)c3ccccc3)c(O)c2)cc1O,,,,,1,,train
CC(=O)OCC(F)F,,,,,0,,train
CC(=O)Oc1cc(OC(C)=O)c2c(=O)c(OC(C)=O)c(-c3ccc(OC(C)=O)c(OC(=O)CCCCCN)c3)oc2c1,,,,,0,,train
CCN(CC)c1nc(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccc(S(=O)(=O)O)cc5)nc(N(CC)CC)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,,,,,0,,train
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=C(O)O.O=C(O)O,,,,,1,,valid
CC(C)(C)c1cc(Cn2c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c(=O)n(Cc3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2=O)cc(C(C)(C)C)c1O,,,,,0,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C.COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(C)=O.COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,,,,,1,,train
CCC(=O)O.CCCCCCCCCC[N+](C)(CCO)CCCCCCCCCC,,,,,1,,train
CCCCC(CC)COC(=O)c1ccccc1,,,,,1,,train
C=C(C)C(=O)OCCOC(=O)c1ccccc1C(=O)OC(C)CO.C=C(C)C(=O)OCCOC(=O)c1ccccc1C(=O)OCC(C)O.C=C(C)C(=O)OCCOC(=O)c1ccccc1C(=O)OCC(C)OC(=O)c1ccccc1C(=O)OCC(C)O,,,,,0,,test
NC(=O)Nc1cc(Nc2cc(F)nc(F)n2)ccc1N=Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O.NC(=O)Nc1cc(Nc2nc(F)cc(F)n2)ccc1N=Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,,,,,0,,train
O=S(=O)(O)c1cc(Nc2nc(NC3=CC=CCC3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,,,,,0,,train
CC(CCC(=O)O)C(=O)O,,,,,1,,train
CC(C)Nc1ccc(Nc2ccccc2)cc1,,,,,1,,train
CCN(Cc1ccccc1)c1ccc(N=Nc2ccc(N=Nc3cc(C)c(N=Nc4cccc(S(=O)(=O)O)c4)cc3C)c3cc(S(=O)(=O)O)ccc23)c(C)c1.CCN(Cc1ccccc1)c1ccc(N=Nc2ccc(N=Nc3cc(C)c(N=Nc4cccc(S(=O)(=O)O)c4)cc3C)c3ccc(S(=O)(=O)O)cc23)c(C)c1,,,,,0,,valid
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,0,,train
C=C(C)C1CCC2(C(=O)NCC(=O)N3CCCC3C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C12,,,,,0,,train
COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2cc(Cl)ccc2C)cc2ccccc12,,,,,0,,train
O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,,,,,0,,train
COc1ccc(CN)cc1,,,,,1,,test
OCCS,,,,,1,,train
CCO[Si](CCCS)(OCC)OCC,,,,,1,,train
COC(=O)c1ccc2c(c1)C(C)(C)C(=CC=C1C(=O)N(c3ccccc3)N=C1C)N2C,,,,,1,,train
C=C[Si](OCCOC)(OCCOC)OCCOC,,,,,0,,train
CCCc1nc2cc(-c3nc4ccccc4n3C)cc(C)c2[nH]1,,,,,1,,valid
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(C)C(CC(C)C)C(=O)NCCC(NC(=O)C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,,,,,0,,train
O=CC=O,,,,,0,,train
O=S(=O)(c1ccccc1)c1ccccc1,,,,,0,,train
CC(=O)OC([SiH3])=C(OC(C)=O)OC(C)=O,,,,,0,,train
O=C(O)c1cn2cc(C(F)(F)F)cc(Cl)c2n1,,,,,0,,test
C=C(C)C(=O)OCCOCCOCCCC,,,,,0,,train
N#CS.N=C(N)N,,,,,0,,train
CCCCCCCCCCOS(=O)(=O)O,,,,,0,,train
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,,,,,1,,train
COc1cc(C=Cc2ccc(OC)c(OP(=O)(O)O)c2OP(=O)(O)O)cc(OC)c1OP(=O)(O)O,,,,,0,,valid
CCCCC(C)CCCc1ccc(O)c(C=NO)c1.CCCCCC(C)CCc1ccc(O)c(C=NO)c1.CCCCCCC(C)Cc1ccc(O)c(C=NO)c1.CCCCCCCC(C)c1ccc(O)c(C=NO)c1,,,,,1,,train
CC[N+](=O)[O-],,,,,0,,train
CCCCCCCCSCCOCCCC.CCCCCCCCSCCOCCSCCCCCCCC.CCCCCCCCSCCO[PH](=O)O.CCCCO[PH](=O)O.CCCCO[PH](=O)OCCCC.O=[PH](O)O,,,,,1,,train
CCCCCCCCC1CO1,,,,,1,,train
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,,,,,1,,test
COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,,,,,1,,train
O=C(O)c1ccc(N2C(=O)CCC2=O)cc1,,,,,0,,train
O=C(OCc1ccccc1)c1ccccc1,,,,,1,,train
CCCCCCCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC1OC(COC(C)=O)C(OC(C)=O)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC3OC(COC(C)=O)C(OC(C)=O)C(OC4OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C4OC(C)=O)C3OC(C)=O)C2OC(C)=O)C1OC(C)=O,,,,,0,,train
COC(=O)c1ccc(C(=O)OC)c(N=NC(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c1,,,,,1,,valid
CCc1cc(C)cc(CC)c1C(C(N)=O)C(N)=O,,,,,0,,train
CCOC(=O)C(C)CC,,,,,0,,train
CC1(C)C(=O)N(CCO)C(=O)N1CCO,,,,,0,,train
CC1(C)CC(NC(=O)c2cccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c2)CC(C)(C)N1,,,,,0,,train
Cc1ccc(C#Cc2ccc(S(=O)(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,,,,,1,,test
C=C(C)C(=O)NCCCN(C)C,,,,,0,,train
C=CCCCCCCCCC(=O)NCCOC(=O)CC(C(=O)O)S(=O)(=O)O,,,,,0,,train
COc1ccccc1N=NC(C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,,,,,1,,train
C=CC(=O)OCCC(C)CCOC(=O)C=C,,,,,1,,train
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,,,,,0,,valid
C=CCOC(=O)C(=C)C,,,,,1,,train
C=CCSCC=C,,,,,0,,train
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N6CCOCC6)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N3CCOCC3)n2)cc1,,,,,0,,train
C=CC(=O)OCCCCO,,,,,0,,train
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,,,,,0,,test
O=C1Cc2ccccc2N1c1ccccc1,,,,,0,,train
CC(CC(=O)OOC(C)(C)C)CC(C)(C)C,,,,,1,,train
CC1=NN(c2ccc(C)cc2)C(=O)C1N=Nc1ccc(-c2ccc(N=NC3C(=O)N(c4ccc(C)cc4)N=C3C)c(Cl)c2)cc1Cl,,,,,1,,train
C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C,,,,,1,,train
COP(N)(=O)N(CCCl)CCCl,,,,,1,,valid
CCCCCCCCC=CCCCCCCCC(=O)NCC(C)O,,,,,1,,train
CC(C)(C)OOC(C)(C)C,,,,,0,,train
Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCC(O)CO)c1I,,,,,0,,train
CC(C)(C)c1ccccc1O,,,,,1,,train
C#CCCCCCCCCCOS(=O)(=O)O,,,,,0,,test
[H]C([H])(C)N(CC(=O)N(O)c1c(C)cccc1C)C([H])([H])C,,,,,0,,train
Cc1ccc(S(N)(=O)=O)cc1,,,,,0,,train
